user_ID,video_ID,video_name,rating_type,rating,timestamp
14,0,['videos\\animated\\penc_vodafone_IE_2019.02.26_17.47.50_R2-V0-A1-UP0-SD4.mkv'],radio,4,2023-10-24 11:11:14 414597
14,0,['videos\\animated\\penc_vodafone_IE_2019.02.26_17.47.50_R2-V0-A1-UP0-SD4.mkv'],pixelization,on,2023-10-24 11:11:14 414597
14,1,['videos\\documentary\\spreader_report.2011-04-21_1135CEST_R2-V0-A1-UP0-SD4.mkv'],radio,2,2023-10-24 11:12:39 177851
14,1,['videos\\documentary\\spreader_report.2011-04-21_1135CEST_R2-V0-A1-UP0-SD4.mkv'],res_switches,on,2023-10-24 11:12:39 177851
14,1,['videos\\documentary\\spreader_report.2011-04-21_1135CEST_R2-V0-A1-UP0-SD4.mkv'],pixelization,on,2023-10-24 11:12:39 177851
14,2,['videos\\gaming\\ds_report.2011-01-29_1800CET_R1-V0-A1-UP0-SD4.mkv'],radio,2,2023-10-24 11:16:16 382132
14,2,['videos\\gaming\\ds_report.2011-01-29_1800CET_R1-V0-A1-UP0-SD4.mkv'],stalling,on,2023-10-24 11:16:16 382132
14,2,['videos\\gaming\\ds_report.2011-01-29_1800CET_R1-V0-A1-UP0-SD4.mkv'],pixelization,on,2023-10-24 11:16:16 382132
14,2,['videos\\gaming\\ds_report.2011-01-29_1800CET_R1-V0-A1-UP0-SD4.mkv'],artifacts,on,2023-10-24 11:16:16 382132
14,3,['videos\\movie\\terminator_report.2011-04-21_1135CEST_R2-V0-A1-UP0-SD4.mkv'],radio,2,2023-10-24 11:17:54 499969
14,3,['videos\\movie\\terminator_report.2011-04-21_1135CEST_R2-V0-A1-UP0-SD4.mkv'],pixelization,on,2023-10-24 11:17:54 499969
14,3,['videos\\movie\\terminator_report.2011-04-21_1135CEST_R2-V0-A1-UP0-SD4.mkv'],artifacts,on,2023-10-24 11:17:54 499969
14,4,['videos\\music\\lestwins_report.2011-01-29_1800CET_R1-V0-A1-UP0-SD4.mkv'],radio,2,2023-10-24 11:23:19 367298
14,4,['videos\\music\\lestwins_report.2011-01-29_1800CET_R1-V0-A1-UP0-SD4.mkv'],stalling,on,2023-10-24 11:23:19 367298
14,4,['videos\\music\\lestwins_report.2011-01-29_1800CET_R1-V0-A1-UP0-SD4.mkv'],res_switches,on,2023-10-24 11:23:19 367298
14,4,['videos\\music\\lestwins_report.2011-01-29_1800CET_R1-V0-A1-UP0-SD4.mkv'],pixelization,on,2023-10-24 11:23:19 367298
14,4,['videos\\music\\lestwins_report.2011-01-29_1800CET_R1-V0-A1-UP0-SD4.mkv'],artifacts,on,2023-10-24 11:23:19 367298
14,4,['videos\\music\\lestwins_report.2011-01-29_1800CET_R1-V0-A1-UP0-SD4.mkv'],uniteresting_content,on,2023-10-24 11:23:19 367298
14,4,['videos\\music\\lestwins_report.2011-01-29_1800CET_R1-V0-A1-UP0-SD4.mkv'],stop_watching,on,2023-10-24 11:23:19 367298
14,5,['videos\\news\\everton_vodafone_IE_2019.02.26_17.47.50_R2-V0-A1-UP0-SD4.mkv'],radio,4,2023-10-24 11:28:30 329490
14,5,['videos\\news\\everton_vodafone_IE_2019.02.26_17.47.50_R2-V0-A1-UP0-SD4.mkv'],uniteresting_content,on,2023-10-24 11:28:30 329490
